flight_id,flight_no,scheduled_departure,scheduled_arrival,departure_airport,arrival_airport,status,aircraft_code,actual_departure,actual_arrival
19187,PG0538,2017-03-10 20:37:24,2017-03-10 23:37:24,NOJ,NUX,Scheduled,CN1,2017-03-10 20:47:24,2017-03-10 23:47:24
19188,PG0537,2017-04-04 09:24:08,2017-04-04 12:24:08,NOJ,NUX,Scheduled,CN1,2017-04-04 09:21:08,2017-04-04 12:21:08
19189,PG0537,2017-09-03 09:51:50,2017-09-03 13:51:50,NOJ,NUX,Scheduled,CN1,2017-09-03 10:07:50,2017-09-03 14:07:50
19190,PG0538,2017-02-05 16:09:37,2017-02-05 20:09:37,NOJ,NUX,Scheduled,CN1,2017-02-05 16:33:37,2017-02-05 20:33:37
19191,PG0537,2017-10-22 17:10:19,2017-10-22 21:10:19,NOJ,NUX,Arrived,CN1,2017-10-22 17:32:19,2017-10-22 21:32:19
19192,PG0538,2017-06-06 11:04:23,2017-06-06 16:04:23,NOJ,NUX,Arrived,CN1,2017-06-06 11:31:23,2017-06-06 16:31:23
19193,PG0538,2017-01-23 16:34:49,2017-01-23 20:34:49,NOJ,NUX,Arrived,CN1,2017-01-23 16:49:49,2017-01-23 20:49:49
19194,PG0537,2017-12-18 03:50:24,2017-12-18 05:50:24,NOJ,NUX,Arrived,CN1,2017-12-18 03:23:24,2017-12-18 05:23:24
19195,PG0537,2017-08-14 21:19:25,2017-08-15 03:19:25,NOJ,NUX,Scheduled,CN1,2017-08-14 21:49:25,2017-08-15 03:49:25
19196,PG0538,2017-04-09 00:56:17,2017-04-09 02:56:17,NOJ,NUX,Scheduled,CN1,2017-04-09 01:06:17,2017-04-09 03:06:17
19197,PG0537,2017-09-23 12:15:46,2017-09-23 13:15:46,NOJ,NUX,Scheduled,CN1,2017-09-23 12:20:46,2017-09-23 13:20:46
19198,PG0538,2017-04-04 08:32:43,2017-04-04 10:32:43,NOJ,NUX,Scheduled,CN1,2017-04-04 08:15:43,2017-04-04 10:15:43
19199,PG0537,2017-06-18 01:29:11,2017-06-18 07:29:11,NOJ,NUX,Scheduled,CN1,2017-06-18 01:19:11,2017-06-18 07:19:11
19200,PG0538,2017-05-25 19:38:29,2017-05-25 22:38:29,NOJ,NUX,Arrived,CN1,2017-05-25 19:39:29,2017-05-25 22:39:29
19201,PG0537,2017-01-05 10:30:44,2017-01-05 14:30:44,NOJ,NUX,Arrived,CN1,2017-01-05 10:20:44,2017-01-05 14:20:44
19202,PG0537,2017-10-24 12:26:01,2017-10-24 16:26:01,NOJ,NUX,Arrived,CN1,2017-10-24 12:19:01,2017-10-24 16:19:01
19203,PG0538,2017-06-19 04:24:21,2017-06-19 08:24:21,NOJ,NUX,Arrived,CN1,2017-06-19 04:34:21,2017-06-19 08:34:21
19204,PG0537,2017-11-29 12:22:11,2017-11-29 14:22:11,NOJ,NUX,Arrived,CN1,2017-11-29 12:13:11,2017-11-29 14:13:11
19205,PG0538,2017-07-08 08:29:37,2017-07-08 09:29:37,NOJ,NUX,Arrived,CN1,2017-07-08 08:06:37,2017-07-08 09:06:37
19206,PG0537,2017-12-30 17:43:34,2017-12-30 22:43:34,NOJ,NUX,Scheduled,CN1,2017-12-30 18:07:34,2017-12-30 23:07:34
19207,PG0538,2017-02-16 20:57:05,2017-02-17 02:57:05,NOJ,NUX,Scheduled,CN1,2017-02-16 21:00:05,2017-02-17 03:00:05
19208,PG0538,2017-03-27 22:26:05,2017-03-28 00:26:05,NOJ,NUX,Scheduled,CN1,2017-03-27 22:50:05,2017-03-28 00:50:05
19209,PG0537,2017-04-08 19:38:11,2017-04-08 21:38:11,NOJ,NUX,Scheduled,CN1,2017-04-08 19:21:11,2017-04-08 21:21:11
19210,PG0537,2017-12-01 16:33:54,2017-12-01 21:33:54,NOJ,NUX,Scheduled,CN1,2017-12-01 16:51:54,2017-12-01 21:51:54
19211,PG0538,2017-01-06 08:31:09,2017-01-06 10:31:09,NOJ,NUX,Scheduled,CN1,2017-01-06 08:21:09,2017-01-06 10:21:09
19212,PG0538,2017-03-03 16:59:41,2017-03-03 22:59:41,NOJ,NUX,Arrived,CN1,2017-03-03 17:14:41,2017-03-03 23:14:41
19213,PG0537,2017-03-07 20:47:20,2017-03-07 22:47:20,NOJ,NUX,Arrived,CN1,2017-03-07 20:19:20,2017-03-07 22:19:20
19214,PG0538,2017-12-20 05:07:15,2017-12-20 09:07:15,NOJ,NUX,Arrived,CN1,2017-12-20 04:42:15,2017-12-20 08:42:15
19215,PG0537,2017-02-10 00:10:40,2017-02-10 06:10:40,NOJ,NUX,Arrived,CN1,2017-02-09 23:50:40,2017-02-10 05:50:40
19216,PG0537,2017-06-24 15:28:08,2017-06-24 20:28:08,NOJ,NUX,Arrived,CN1,2017-06-24 15:46:08,2017-06-24 20:46:08
19217,PG0538,2017-11-26 08:38:59,2017-11-26 10:38:59,NOJ,NUX,Arrived,CN1,2017-11-26 08:42:59,2017-11-26 10:42:59
19218,PG0538,2017-04-16 16:20:45,2017-04-16 18:20:45,NOJ,NUX,Arrived,CN1,2017-04-16 16:29:45,2017-04-16 18:29:45
19219,PG0538,2017-09-30 13:31:06,2017-09-30 15:31:06,NOJ,NUX,Scheduled,CN1,2017-09-30 13:10:06,2017-09-30 15:10:06
19220,PG0537,2017-10-01 19:19:05,2017-10-02 01:19:05,NOJ,NUX,Scheduled,CN1,2017-10-01 19:00:05,2017-10-02 01:00:05
19221,PG0538,2017-07-14 16:21:26,2017-07-14 21:21:26,NOJ,NUX,Scheduled,CN1,2017-07-14 16:22:26,2017-07-14 21:22:26
19222,PG0537,2017-05-06 03:09:56,2017-05-06 06:09:56,NOJ,NUX,Scheduled,CN1,2017-05-06 03:23:56,2017-05-06 06:23:56
19223,PG0538,2017-03-24 04:54:09,2017-03-24 08:54:09,NOJ,NUX,Arrived,CN1,2017-03-24 05:11:09,2017-03-24 09:11:09
19224,PG0537,2017-07-06 09:41:17,2017-07-06 15:41:17,NOJ,NUX,Arrived,CN1,2017-07-06 09:46:17,2017-07-06 15:46:17
19225,PG0538,2017-08-02 15:53:06,2017-08-02 20:53:06,NOJ,NUX,Arrived,CN1,2017-08-02 15:48:06,2017-08-02 20:48:06
19226,PG0537,2017-12-22 20:52:55,2017-12-23 02:52:55,NOJ,NUX,Arrived,CN1,2017-12-22 20:32:55,2017-12-23 02:32:55
19227,PG0510,2017-12-26 06:36:53,2017-12-26 11:36:53,ESL,DME,Arrived,SU9,2017-12-26 06:59:53,2017-12-26 11:59:53
19228,PG0510,2017-10-05 14:04:56,2017-10-05 19:04:56,ESL,DME,Arrived,SU9,2017-10-05 14:00:56,2017-10-05 19:00:56
19229,PG0510,2017-11-22 15:23:23,2017-11-22 19:23:23,ESL,DME,Scheduled,SU9,2017-11-22 15:05:23,2017-11-22 19:05:23
19230,PG0510,2017-08-16 16:08:38,2017-08-16 20:08:38,ESL,DME,Arrived,SU9,2017-08-16 16:24:38,2017-08-16 20:24:38
19231,PG0510,2017-11-09 15:30:50,2017-11-09 21:30:50,ESL,DME,Arrived,SU9,2017-11-09 15:09:50,2017-11-09 21:09:50
19232,PG0510,2017-08-18 17:37:19,2017-08-18 22:37:19,ESL,DME,Scheduled,SU9,2017-08-18 17:55:19,2017-08-18 22:55:19
19233,PG0510,2017-04-28 09:47:52,2017-04-28 15:47:52,ESL,DME,On Time,SU9,2017-04-28 09:48:52,2017-04-28 15:48:52
19234,PG0510,2017-05-15 07:37:14,2017-05-15 09:37:14,ESL,DME,Scheduled,SU9,2017-05-15 07:56:14,2017-05-15 09:56:14
19235,PG0510,2017-07-28 12:59:51,2017-07-28 18:59:51,ESL,DME,Arrived,SU9,2017-07-28 12:33:51,2017-07-28 18:33:51
19236,PG0510,2017-10-17 17:52:53,2017-10-17 19:52:53,ESL,DME,Arrived,SU9,2017-10-17 18:04:53,2017-10-17 20:04:53
19237,PG0510,2017-05-06 20:52:00,2017-05-07 02:52:00,ESL,DME,Scheduled,SU9,2017-05-06 20:49:00,2017-05-07 02:49:00
19238,PG0510,2017-06-02 03:34:09,2017-06-02 04:34:09,ESL,DME,Scheduled,SU9,2017-06-02 03:45:09,2017-06-02 04:45:09
19239,PG0510,2017-09-21 20:09:36,2017-09-21 22:09:36,ESL,DME,Arrived,SU9,2017-09-21 20:31:36,2017-09-21 22:31:36
19240,PG0510,2017-10-11 11:42:04,2017-10-11 13:42:04,ESL,DME,Scheduled,SU9,2017-10-11 11:26:04,2017-10-11 13:26:04
19241,PG0510,2017-07-18 16:30:49,2017-07-18 20:30:49,ESL,DME,Arrived,SU9,2017-07-18 16:50:49,2017-07-18 20:50:49
19242,PG0510,2017-09-07 17:40:39,2017-09-07 22:40:39,ESL,DME,Scheduled,SU9,2017-09-07 17:23:39,2017-09-07 22:23:39
19243,PG0510,2017-01-20 08:11:50,2017-01-20 10:11:50,ESL,DME,Scheduled,SU9,2017-01-20 07:43:50,2017-01-20 09:43:50
19244,PG0510,2017-08-22 01:10:33,2017-08-22 03:10:33,ESL,DME,Scheduled,SU9,2017-08-22 01:18:33,2017-08-22 03:18:33
19245,PG0510,2017-11-23 08:33:06,2017-11-23 11:33:06,ESL,DME,Arrived,SU9,2017-11-23 08:16:06,2017-11-23 11:16:06
19246,PG0510,2017-07-14 14:22:40,2017-07-14 15:22:40,ESL,DME,Scheduled,SU9,2017-07-14 13:52:40,2017-07-14 14:52:40
19247,PG0510,2017-10-02 23:20:41,2017-10-03 03:20:41,ESL,DME,Arrived,SU9,2017-10-02 22:57:41,2017-10-03 02:57:41
19248,PG0510,2017-06-16 12:34:43,2017-06-16 16:34:43,ESL,DME,Scheduled,SU9,2017-06-16 12:45:43,2017-06-16 16:45:43
19249,PG0510,2017-02-10 09:18:14,2017-02-10 15:18:14,ESL,DME,Scheduled,SU9,2017-02-10 09:06:14,2017-02-10 15:06:14
19250,PG0510,2017-02-27 16:56:06,2017-02-27 19:56:06,ESL,DME,On Time,SU9,2017-02-27 16:47:06,2017-02-27 19:47:06
19251,PG0510,2017-06-15 15:43:26,2017-06-15 16:43:26,ESL,DME,Scheduled,SU9,2017-06-15 15:14:26,2017-06-15 16:14:26
19252,PG0510,2017-04-20 05:02:53,2017-04-20 10:02:53,ESL,DME,Scheduled,SU9,2017-04-20 05:10:53,2017-04-20 10:10:53
19253,PG0510,2017-12-24 05:34:56,2017-12-24 09:34:56,ESL,DME,Scheduled,SU9,2017-12-24 05:20:56,2017-12-24 09:20:56
19254,PG0510,2017-09-13 07:34:21,2017-09-13 11:34:21,ESL,DME,Scheduled,SU9,2017-09-13 07:32:21,2017-09-13 11:32:21
19255,PG0510,2017-08-12 17:18:45,2017-08-12 20:18:45,ESL,DME,Arrived,SU9,2017-08-12 17:45:45,2017-08-12 20:45:45
19256,PG0510,2017-07-18 08:14:40,2017-07-18 14:14:40,ESL,DME,Scheduled,SU9,2017-07-18 07:54:40,2017-07-18 13:54:40
19257,PG0510,2017-03-22 15:32:34,2017-03-22 16:32:34,ESL,DME,Arrived,SU9,2017-03-22 15:17:34,2017-03-22 16:17:34
19258,PG0510,2017-07-28 11:38:02,2017-07-28 13:38:02,ESL,DME,Scheduled,SU9,2017-07-28 11:26:02,2017-07-28 13:26:02
19259,PG0510,2017-05-08 17:36:50,2017-05-08 20:36:50,ESL,DME,Scheduled,SU9,2017-05-08 17:09:50,2017-05-08 20:09:50
19260,PG0510,2017-11-06 07:28:39,2017-11-06 13:28:39,ESL,DME,Arrived,SU9,2017-11-06 07:31:39,2017-11-06 13:31:39
19261,PG0510,2017-03-24 01:58:26,2017-03-24 06:58:26,ESL,DME,Arrived,SU9,2017-03-24 01:41:26,2017-03-24 06:41:26
19262,PG0510,2017-05-02 13:54:45,2017-05-02 14:54:45,ESL,DME,Arrived,SU9,2017-05-02 14:07:45,2017-05-02 15:07:45
19263,PG0510,2017-02-17 06:39:46,2017-02-17 07:39:46,ESL,DME,Arrived,SU9,2017-02-17 06:40:46,2017-02-17 07:40:46
19264,PG0510,2017-07-22 14:40:15,2017-07-22 19:40:15,ESL,DME,Arrived,SU9,2017-07-22 14:54:15,2017-07-22 19:54:15
19265,PG0510,2017-02-07 01:23:31,2017-02-07 03:23:31,ESL,DME,Scheduled,SU9,2017-02-07 01:22:31,2017-02-07 03:22:31
19266,PG0510,2017-03-24 20:06:57,2017-03-25 00:06:57,ESL,DME,Arrived,SU9,2017-03-24 19:46:57,2017-03-24 23:46:57
19267,PG0510,2017-02-02 18:23:57,2017-02-02 19:23:57,ESL,DME,Scheduled,SU9,2017-02-02 18:18:57,2017-02-02 19:18:57
19268,PG0510,2017-03-24 12:17:46,2017-03-24 16:17:46,ESL,DME,Arrived,SU9,2017-03-24 12:39:46,2017-03-24 16:39:46
19269,PG0510,2017-03-11 05:46:43,2017-03-11 11:46:43,ESL,DME,Arrived,SU9,2017-03-11 06:06:43,2017-03-11 12:06:43
19270,PG0510,2017-05-11 07:36:02,2017-05-11 13:36:02,ESL,DME,Scheduled,SU9,2017-05-11 07:46:02,2017-05-11 13:46:02
19271,PG0510,2017-04-03 15:42:24,2017-04-03 19:42:24,ESL,DME,Arrived,SU9,2017-04-03 15:45:24,2017-04-03 19:45:24
19272,PG0510,2017-03-28 08:37:05,2017-03-28 10:37:05,ESL,DME,Arrived,SU9,2017-03-28 08:36:05,2017-03-28 10:36:05
19273,PG0510,2017-07-01 17:50:56,2017-07-01 23:50:56,ESL,DME,Arrived,SU9,2017-07-01 17:38:56,2017-07-01 23:38:56
19274,PG0510,2017-01-31 18:16:57,2017-01-31 20:16:57,ESL,DME,Scheduled,SU9,2017-01-31 17:50:57,2017-01-31 19:50:57
19275,PG0510,2017-04-16 02:11:50,2017-04-16 08:11:50,ESL,DME,Arrived,SU9,2017-04-16 02:01:50,2017-04-16 08:01:50
19276,PG0510,2017-06-30 00:25:14,2017-06-30 03:25:14,ESL,DME,Scheduled,SU9,2017-06-30 00:34:14,2017-06-30 03:34:14
19277,PG0510,2017-03-25 16:34:53,2017-03-25 22:34:53,ESL,DME,Arrived,SU9,2017-03-25 16:28:53,2017-03-25 22:28:53
19278,PG0510,2017-08-02 05:39:01,2017-08-02 08:39:01,ESL,DME,Arrived,SU9,2017-08-02 06:08:01,2017-08-02 09:08:01
19279,PG0510,2017-10-16 07:48:01,2017-10-16 13:48:01,ESL,DME,Arrived,SU9,2017-10-16 08:17:01,2017-10-16 14:17:01
19280,PG0510,2017-01-16 21:59:06,2017-01-16 22:59:06,ESL,DME,Scheduled,SU9,2017-01-16 21:54:06,2017-01-16 22:54:06
19281,PG0510,2017-07-14 05:16:53,2017-07-14 10:16:53,ESL,DME,Arrived,SU9,2017-07-14 04:56:53,2017-07-14 09:56:53
19282,PG0510,2017-08-13 15:57:22,2017-08-13 21:57:22,ESL,DME,Scheduled,SU9,2017-08-13 15:29:22,2017-08-13 21:29:22
19283,PG0510,2017-03-24 09:05:53,2017-03-24 13:05:53,ESL,DME,Arrived,SU9,2017-03-24 09:06:53,2017-03-24 13:06:53
19284,PG0510,2017-03-01 09:15:34,2017-03-01 11:15:34,ESL,DME,Scheduled,SU9,2017-03-01 09:15:34,2017-03-01 11:15:34
19285,PG0510,2017-10-20 00:49:35,2017-10-20 05:49:35,ESL,DME,Arrived,SU9,2017-10-20 00:45:35,2017-10-20 05:45:35
19286,PG0510,2017-10-03 09:28:40,2017-10-03 15:28:40,ESL,DME,Scheduled,SU9,2017-10-03 09:41:40,2017-10-03 15:41:40
19287,PG0510,2017-06-15 06:17:33,2017-06-15 08:17:33,ESL,DME,Scheduled,SU9,2017-06-15 05:50:33,2017-06-15 07:50:33
19288,PG0300,2017-04-30 08:18:04,2017-04-30 14:18:04,ESL,SVO,Arrived,CN1,2017-04-30 08:36:04,2017-04-30 14:36:04
19289,PG0300,2017-05-18 20:57:42,2017-05-19 02:57:42,ESL,SVO,Arrived,CN1,2017-05-18 20:54:42,2017-05-19 02:54:42
19290,PG0300,2017-04-20 01:39:07,2017-04-20 03:39:07,ESL,SVO,Arrived,CN1,2017-04-20 01:20:07,2017-04-20 03:20:07
19291,PG0300,2017-10-11 05:01:32,2017-10-11 07:01:32,ESL,SVO,Arrived,CN1,2017-10-11 05:24:32,2017-10-11 07:24:32
19292,PG0300,2017-07-01 03:43:31,2017-07-01 04:43:31,ESL,SVO,Arrived,CN1,2017-07-01 03:16:31,2017-07-01 04:16:31
19293,PG0300,2017-11-26 03:54:55,2017-11-26 04:54:55,ESL,SVO,Arrived,CN1,2017-11-26 03:32:55,2017-11-26 04:32:55
19294,PG0300,2017-10-30 17:59:58,2017-10-30 19:59:58,ESL,SVO,Scheduled,CN1,2017-10-30 17:58:58,2017-10-30 19:58:58
19295,PG0300,2017-02-18 07:58:26,2017-02-18 12:58:26,ESL,SVO,Scheduled,CN1,2017-02-18 08:03:26,2017-02-18 13:03:26
19296,PG0300,2017-03-25 01:38:59,2017-03-25 06:38:59,ESL,SVO,Scheduled,CN1,2017-03-25 01:25:59,2017-03-25 06:25:59
19297,PG0300,2017-02-02 20:47:57,2017-02-02 21:47:57,ESL,SVO,Arrived,CN1,2017-02-02 21:12:57,2017-02-02 22:12:57
19298,PG0300,2017-01-02 12:08:22,2017-01-02 14:08:22,ESL,SVO,Scheduled,CN1,2017-01-02 12:27:22,2017-01-02 14:27:22
19299,PG0300,2017-04-03 02:57:20,2017-04-03 07:57:20,ESL,SVO,Arrived,CN1,2017-04-03 02:40:20,2017-04-03 07:40:20
19300,PG0300,2017-03-30 17:20:04,2017-03-30 21:20:04,ESL,SVO,Arrived,CN1,2017-03-30 17:39:04,2017-03-30 21:39:04
19301,PG0300,2017-06-29 16:40:23,2017-06-29 21:40:23,ESL,SVO,Arrived,CN1,2017-06-29 16:40:23,2017-06-29 21:40:23
19302,PG0300,2017-03-20 07:57:17,2017-03-20 10:57:17,ESL,SVO,Arrived,CN1,2017-03-20 07:30:17,2017-03-20 10:30:17
19303,PG0300,2017-03-18 10:23:34,2017-03-18 11:23:34,ESL,SVO,Arrived,CN1,2017-03-18 10:25:34,2017-03-18 11:25:34
19304,PG0300,2017-12-09 08:19:37,2017-12-09 14:19:37,ESL,SVO,Scheduled,CN1,2017-12-09 08:18:37,2017-12-09 14:18:37
19305,PG0300,2017-02-05 11:03:28,2017-02-05 15:03:28,ESL,SVO,Scheduled,CN1,2017-02-05 10:41:28,2017-02-05 14:41:28
19306,PG0300,2017-12-13 07:50:50,2017-12-13 12:50:50,ESL,SVO,Arrived,CN1,2017-12-13 08:13:50,2017-12-13 13:13:50
19307,PG0300,2017-07-16 15:02:38,2017-07-16 19:02:38,ESL,SVO,Arrived,CN1,2017-07-16 14:34:38,2017-07-16 18:34:38
19308,PG0300,2017-03-04 15:21:18,2017-03-04 18:21:18,ESL,SVO,Scheduled,CN1,2017-03-04 15:15:18,2017-03-04 18:15:18
19309,PG0300,2017-01-14 07:12:30,2017-01-14 11:12:30,ESL,SVO,Scheduled,CN1,2017-01-14 07:34:30,2017-01-14 11:34:30
19310,PG0300,2017-09-23 18:48:26,2017-09-23 19:48:26,ESL,SVO,Scheduled,CN1,2017-09-23 19:17:26,2017-09-23 20:17:26
19311,PG0300,2017-04-21 12:14:10,2017-04-21 18:14:10,ESL,SVO,Scheduled,CN1,2017-04-21 12:07:10,2017-04-21 18:07:10
19312,PG0300,2017-10-23 12:47:30,2017-10-23 13:47:30,ESL,SVO,Scheduled,CN1,2017-10-23 12:23:30,2017-10-23 13:23:30
19313,PG0300,2017-07-24 06:28:07,2017-07-24 09:28:07,ESL,SVO,Scheduled,CN1,2017-07-24 06:24:07,2017-07-24 09:24:07
19314,PG0300,2017-10-19 21:00:14,2017-10-20 03:00:14,ESL,SVO,Arrived,CN1,2017-10-19 20:30:14,2017-10-20 02:30:14
19315,PG0300,2017-11-08 00:20:46,2017-11-08 01:20:46,ESL,SVO,Scheduled,CN1,2017-11-07 23:55:46,2017-11-08 00:55:46
19316,PG0300,2017-08-09 12:59:44,2017-08-09 15:59:44,ESL,SVO,Scheduled,CN1,2017-08-09 13:11:44,2017-08-09 16:11:44
19317,PG0300,2017-04-14 07:13:32,2017-04-14 08:13:32,ESL,SVO,Scheduled,CN1,2017-04-14 07:26:32,2017-04-14 08:26:32
19318,PG0300,2017-07-22 18:40:57,2017-07-22 21:40:57,ESL,SVO,Scheduled,CN1,2017-07-22 18:33:57,2017-07-22 21:33:57
19319,PG0300,2017-03-28 22:59:49,2017-03-29 00:59:49,ESL,SVO,Arrived,CN1,2017-03-28 23:22:49,2017-03-29 01:22:49
19320,PG0300,2017-01-12 04:15:50,2017-01-12 05:15:50,ESL,SVO,Scheduled,CN1,2017-01-12 03:45:50,2017-01-12 04:45:50
19321,PG0300,2017-04-07 07:23:24,2017-04-07 13:23:24,ESL,SVO,Scheduled,CN1,2017-04-07 07:51:24,2017-04-07 13:51:24
19322,PG0300,2017-07-15 11:58:42,2017-07-15 12:58:42,ESL,SVO,Scheduled,CN1,2017-07-15 11:45:42,2017-07-15 12:45:42
19323,PG0300,2017-05-25 19:19:38,2017-05-25 22:19:38,ESL,SVO,Arrived,CN1,2017-05-25 19:48:38,2017-05-25 22:48:38
19324,PG0300,2017-03-28 11:59:19,2017-03-28 13:59:19,ESL,SVO,Arrived,CN1,2017-03-28 11:40:19,2017-03-28 13:40:19
19325,PG0300,2017-01-09 05:50:47,2017-01-09 09:50:47,ESL,SVO,Scheduled,CN1,2017-01-09 06:19:47,2017-01-09 10:19:47
19326,PG0300,2017-10-12 23:45:22,2017-10-13 04:45:22,ESL,SVO,Arrived,CN1,2017-10-13 00:00:22,2017-10-13 05:00:22
19327,PG0300,2017-07-07 13:18:52,2017-07-07 16:18:52,ESL,SVO,Scheduled,CN1,2017-07-07 13:22:52,2017-07-07 16:22:52
19328,PG0300,2017-07-28 09:39:06,2017-07-28 13:39:06,ESL,SVO,On Time,CN1,2017-07-28 09:18:06,2017-07-28 13:18:06
19329,PG0300,2017-07-02 19:42:36,2017-07-02 22:42:36,ESL,SVO,Scheduled,CN1,2017-07-02 20:06:36,2017-07-02 23:06:36
19330,PG0300,2017-08-13 03:02:44,2017-08-13 04:02:44,ESL,SVO,Arrived,CN1,2017-08-13 02:43:44,2017-08-13 03:43:44
19331,PG0300,2017-03-20 23:34:11,2017-03-21 03:34:11,ESL,SVO,Scheduled,CN1,2017-03-20 23:04:11,2017-03-21 03:04:11
19332,PG0300,2017-05-26 21:02:40,2017-05-26 23:02:40,ESL,SVO,Scheduled,CN1,2017-05-26 21:27:40,2017-05-26 23:27:40
19333,PG0300,2017-07-01 18:21:57,2017-07-01 22:21:57,ESL,SVO,Arrived,CN1,2017-07-01 18:13:57,2017-07-01 22:13:57
19334,PG0300,2017-05-19 02:17:47,2017-05-19 03:17:47,ESL,SVO,Scheduled,CN1,2017-05-19 02:42:47,2017-05-19 03:42:47
19335,PG0300,2017-01-16 23:16:09,2017-01-17 00:16:09,ESL,SVO,Arrived,CN1,2017-01-16 23:28:09,2017-01-17 00:28:09
19336,PG0300,2017-02-27 23:31:09,2017-02-28 01:31:09,ESL,SVO,Scheduled,CN1,2017-02-27 23:16:09,2017-02-28 01:16:09
19337,PG0300,2017-12-25 14:38:45,2017-12-25 15:38:45,ESL,SVO,Scheduled,CN1,2017-12-25 14:42:45,2017-12-25 15:42:45
19338,PG0300,2017-07-16 08:40:09,2017-07-16 14:40:09,ESL,SVO,Cancelled,CN1,2017-07-16 08:18:09,2017-07-16 14:18:09
19339,PG0300,2017-09-03 17:41:21,2017-09-03 20:41:21,ESL,SVO,Arrived,CN1,2017-09-03 17:22:21,2017-09-03 20:22:21
19340,PG0300,2017-10-12 10:28:44,2017-10-12 12:28:44,ESL,SVO,Arrived,CN1,2017-10-12 10:11:44,2017-10-12 12:11:44
19341,PG0300,2017-04-24 09:31:11,2017-04-24 11:31:11,ESL,SVO,Arrived,CN1,2017-04-24 09:01:11,2017-04-24 11:01:11
19342,PG0300,2017-05-01 06:56:47,2017-05-01 08:56:47,ESL,SVO,Scheduled,CN1,2017-05-01 06:52:47,2017-05-01 08:52:47
19343,PG0300,2017-07-29 05:49:16,2017-07-29 11:49:16,ESL,SVO,Arrived,CN1,2017-07-29 05:27:16,2017-07-29 11:27:16
19344,PG0300,2017-08-29 14:54:53,2017-08-29 19:54:53,ESL,SVO,Arrived,CN1,2017-08-29 14:31:53,2017-08-29 19:31:53
19345,PG0300,2017-08-08 04:00:35,2017-08-08 05:00:35,ESL,SVO,Arrived,CN1,2017-08-08 04:29:35,2017-08-08 05:29:35
19346,PG0300,2017-01-05 18:35:54,2017-01-05 21:35:54,ESL,SVO,Arrived,CN1,2017-01-05 18:53:54,2017-01-05 21:53:54
19347,PG0300,2017-11-23 00:43:48,2017-11-23 04:43:48,ESL,SVO,Arrived,CN1,2017-11-23 00:49:48,2017-11-23 04:49:48
19348,PG0300,2017-12-01 03:28:56,2017-12-01 07:28:56,ESL,SVO,Arrived,CN1,2017-12-01 03:19:56,2017-12-01 07:19:56
19349,PG0524,2017-06-10 19:49:00,2017-06-11 01:49:00,ESL,LED,Scheduled,CR2,2017-06-10 19:46:00,2017-06-11 01:46:00
19350,PG0524,2017-07-03 00:09:32,2017-07-03 04:09:32,ESL,LED,Scheduled,CR2,2017-07-03 00:06:32,2017-07-03 04:06:32
19351,PG0524,2017-01-28 17:05:09,2017-01-28 23:05:09,ESL,LED,Arrived,CR2,2017-01-28 16:37:09,2017-01-28 22:37:09
19352,PG0524,2017-10-13 13:20:37,2017-10-13 19:20:37,ESL,LED,Cancelled,CR2,2017-10-13 13:48:37,2017-10-13 19:48:37
19353,PG0524,2017-05-04 12:36:04,2017-05-04 17:36:04,ESL,LED,Scheduled,CR2,2017-05-04 12:23:04,2017-05-04 17:23:04
19354,PG0524,2017-05-19 04:24:59,2017-05-19 06:24:59,ESL,LED,Arrived,CR2,2017-05-19 04:28:59,2017-05-19 06:28:59
19355,PG0524,2017-02-26 03:58:38,2017-02-26 08:58:38,ESL,LED,Arrived,CR2,2017-02-26 04:16:38,2017-02-26 09:16:38
19356,PG0524,2017-11-02 14:47:29,2017-11-02 18:47:29,ESL,LED,Scheduled,CR2,2017-11-02 14:58:29,2017-11-02 18:58:29
19357,PG0524,2017-04-15 11:04:08,2017-04-15 16:04:08,ESL,LED,Arrived,CR2,2017-04-15 10:38:08,2017-04-15 15:38:08
19358,PG0524,2017-07-16 15:14:00,2017-07-16 21:14:00,ESL,LED,Arrived,CR2,2017-07-16 14:55:00,2017-07-16 20:55:00
19359,PG0524,2017-12-05 19:45:26,2017-12-06 00:45:26,ESL,LED,Scheduled,CR2,2017-12-05 19:28:26,2017-12-06 00:28:26
19360,PG0524,2017-01-03 08:35:06,2017-01-03 10:35:06,ESL,LED,Scheduled,CR2,2017-01-03 08:07:06,2017-01-03 10:07:06
19361,PG0524,2017-10-30 16:44:49,2017-10-30 18:44:49,ESL,LED,Arrived,CR2,2017-10-30 16:22:49,2017-10-30 18:22:49
19362,PG0524,2017-05-02 03:05:07,2017-05-02 04:05:07,ESL,LED,Arrived,CR2,2017-05-02 02:59:07,2017-05-02 03:59:07
19363,PG0524,2017-03-23 17:47:02,2017-03-23 19:47:02,ESL,LED,Arrived,CR2,2017-03-23 17:26:02,2017-03-23 19:26:02
19364,PG0524,2017-05-29 15:43:29,2017-05-29 17:43:29,ESL,LED,Scheduled,CR2,2017-05-29 15:42:29,2017-05-29 17:42:29
19365,PG0524,2017-12-20 05:28:12,2017-12-20 08:28:12,ESL,LED,Arrived,CR2,2017-12-20 05:25:12,2017-12-20 08:25:12
19366,PG0524,2017-02-17 16:44:44,2017-02-17 21:44:44,ESL,LED,Scheduled,CR2,2017-02-17 16:43:44,2017-02-17 21:43:44
