first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,number_of_reviews,id,reviewer_id,listing_id
,,,,,,,,,,,23858924,9175830,1686930
,,,,,,,,,,,25336573,20361621,1686930
,,,,,,,,,,,27002176,2224587,1686930
,,,,,,,,,,,28580282,19508628,1686930
,,,,,,,,,,,28782920,9542911,1686930
,,,,,,,,,,,29404968,11175398,1686930
,,,,,,,,,,,29726231,17569448,1686930
,,,,,,,,,,,30377724,1472352,1686930
,,,,,,,,,,,30583181,414366,1686930
,,,,,,,,,,,30771806,16116062,1686930
,,,,,,,,,,,31600546,31182905,1686930
,,,,,,,,,,,32915777,31996484,1686930
,,,,,,,,,,,33516456,2724104,1686930
,,,,,,,,,,,33985014,28857856,1686930
,,,,,,,,,,,34786672,32541875,1686930
,,,,,,,,,,,35227572,32997950,1686930
,,,,,,,,,,,35630880,3393217,1686930
,,,,,,,,,,,36266509,29663058,1686930
,,,,,,,,,,,36754919,24164438,1686930
,,,,,,,,,,,41577192,2771802,1686930
,,,,,,,,,,,41915799,26373870,1686930
,,,,,,,,,,,42202432,19797313,1686930
,,,,,,,,,,,43571064,3258151,1686930
,,,,,,,,,,,45953732,38034106,1686930
,,,,,,,,,,,49974390,18280972,1686930
,,,,,,,,,,,50746867,16716065,1686930
,,,,,,,,,,,51572503,8656935,1686930
,,,,,,,,,,,52072049,24681789,1686930
,,,,,,,,,,,52841879,4105481,1686930
,,,,,,,,,,,55901731,28657819,1686930
,,,,,,,,,,,54058030,48009095,8953255
,,,,,,,,,,,53546399,26868652,8919372
,,,,,,,,,,,54915375,21008073,8919372
,,,,,,,,,,,55259685,3257238,8919372
,,,,,,,,,,,55740841,22805669,8919372
,,,,,,,,,,,58365554,31786182,8919372
,,,,,,,,,,,30981992,20576297,5471427
,,,,,,,,,,,38620947,21503727,5471427
,,,,,,,,,,,40489135,37620016,5471427
,,,,,,,,,,,47675114,39391764,5471427
,,,,,,,,,,,48802300,40649685,5471427
,,,,,,,,,,,50129346,44506287,5471427
,,,,,,,,,,,52618798,38525010,5471427
,,,,,,,,,,,55434555,47900966,5471427
,,,,,,,,,,,19986875,11745750,4100009
,,,,,,,,,,,20963989,1007951,4100009
,,,,,,,,,,,21229956,21543939,4100009
,,,,,,,,,,,22078611,22424705,4100009
,,,,,,,,,,,22795597,17822434,4100009
,,,,,,,,,,,23110963,1524672,4100009
,,,,,,,,,,,23390264,23493816,4100009
,,,,,,,,,,,25023627,10471341,4100009
,,,,,,,,,,,25999777,24448900,4100009
,,,,,,,,,,,26271697,10704837,4100009
,,,,,,,,,,,27210238,5041037,4100009
,,,,,,,,,,,27965916,5197482,4100009
,,,,,,,,,,,28613251,23455936,4100009
,,,,,,,,,,,28826351,29280389,4100009
,,,,,,,,,,,29423278,3577243,4100009
,,,,,,,,,,,29983602,29456650,4100009
,,,,,,,,,,,30391160,28191793,4100009
,,,,,,,,,,,30885248,14304184,4100009
,,,,,,,,,,,31150869,9699560,4100009
,,,,,,,,,,,31918374,31181041,4100009
,,,,,,,,,,,33911892,30425604,4100009
,,,,,,,,,,,34541167,31936218,4100009
,,,,,,,,,,,36397058,33040490,4100009
,,,,,,,,,,,36892400,27871475,4100009
,,,,,,,,,,,38377522,28889864,4100009
,,,,,,,,,,,39009926,18002414,4100009
,,,,,,,,,,,39734691,28991117,4100009
,,,,,,,,,,,40321153,13070997,4100009
,,,,,,,,,,,42522966,33746406,4100009
,,,,,,,,,,,43212950,9148553,4100009
,,,,,,,,,,,43774445,5920040,4100009
,,,,,,,,,,,44634115,30597882,4100009
,,,,,,,,,,,47480095,1836440,4100009
,,,,,,,,,,,49712592,27110868,4100009
,,,,,,,,,,,50124092,45181572,4100009
,,,,,,,,,,,50863561,3251104,4100009
,,,,,,,,,,,51465805,44781662,4100009
,,,,,,,,,,,51918960,33987546,4100009
,,,,,,,,,,,52625178,11673768,4100009
,,,,,,,,,,,53683042,34368836,4100009
,,,,,,,,,,,54884351,22568818,4100009
,,,,,,,,,,,44967840,19414766,7459684
,,,,,,,,,,,45325560,37097997,7459684
,,,,,,,,,,,46971051,10660533,7459684
,,,,,,,,,,,47819701,12639079,7459684
,,,,,,,,,,,48544759,4052309,7459684
,,,,,,,,,,,49055872,10909068,7459684
,,,,,,,,,,,49276715,44956243,7459684
,,,,,,,,,,,49642267,13622315,7459684
,,,,,,,,,,,50022565,1868054,7459684
,,,,,,,,,,,51065704,5357063,7459684
,,,,,,,,,,,53338483,21458683,7459684
,,,,,,,,,,,53549744,28250268,7459684
,,,,,,,,,,,53816878,4565017,7459684
,,,,,,,,,,,55104381,28933653,7459684
,,,,,,,,,,,55798807,46891038,7459684
,,,,,,,,,,,56046709,3879676,7459684
,,,,,,,,,,,57203816,2871906,7459684
,,,,,,,,,,,21105054,22051259,4211836
,,,,,,,,,,,22751791,21948401,4211836
,,,,,,,,,,,23024236,2528005,4211836
,,,,,,,,,,,38776622,30934641,4211836
,,,,,,,,,,,45112091,22415061,5683765
,,,,,,,,,,,46050760,42316157,8067053
,,,,,,,,,,,46816543,12061555,8067053
,,,,,,,,,,,47069963,44042373,8067053
,,,,,,,,,,,41002456,39189707,7386675
,,,,,,,,,,,11382267,1493546,2584354
,,,,,,,,,,,11555391,13259997,2584354
,,,,,,,,,,,12556798,13868335,2584354
,,,,,,,,,,,13418455,1493546,2584354
,,,,,,,,,,,13809008,4746622,2584354
,,,,,,,,,,,14752517,16015991,2584354
,,,,,,,,,,,15258031,13890290,2584354
,,,,,,,,,,,15977228,15425754,2584354
,,,,,,,,,,,17554242,9965038,2584354
,,,,,,,,,,,18783600,13900114,2584354
,,,,,,,,,,,20053040,381104,2584354
,,,,,,,,,,,28325834,28002908,2584354
,,,,,,,,,,,34569047,563637,2584354
,,,,,,,,,,,34915489,8897750,2584354
,,,,,,,,,,,35256552,33168092,2584354
,,,,,,,,,,,36683571,32266380,2584354
,,,,,,,,,,,37778156,13111038,2584354
,,,,,,,,,,,41764875,7900524,2584354
,,,,,,,,,,,43500337,33123838,2584354
,,,,,,,,,,,44121199,34237614,2584354
,,,,,,,,,,,44915387,8518700,2584354
,,,,,,,,,,,52557221,3310660,9110730
,,,,,,,,,,,53549585,26173210,9110730
,,,,,,,,,,,53863430,48540661,9110730
,,,,,,,,,,,54453236,20336537,9110730
,,,,,,,,,,,56788185,48012223,9110730
,,,,,,,,,,,19147896,19187515,3562617
,,,,,,,,,,,19835585,20554743,3562617
,,,,,,,,,,,19955486,17150790,3562617
,,,,,,,,,,,20351084,284775,3562617
,,,,,,,,,,,20868522,21790564,3562617
,,,,,,,,,,,21450112,21448260,3562617
,,,,,,,,,,,21542471,11637950,3562617
,,,,,,,,,,,21733960,21872256,3562617
,,,,,,,,,,,22035058,6071511,3562617
,,,,,,,,,,,22538652,14115954,3562617
,,,,,,,,,,,23075405,6761946,3562617
,,,,,,,,,,,23450085,15988061,3562617
,,,,,,,,,,,23604702,23790233,3562617
,,,,,,,,,,,25406439,22722650,3562617
,,,,,,,,,,,26766629,27189889,3562617
,,,,,,,,,,,27478913,28317989,3562617
,,,,,,,,,,,28286507,29412798,3562617
,,,,,,,,,,,28781197,26020316,3562617
,,,,,,,,,,,29141242,30075802,3562617
,,,,,,,,,,,29819821,6999534,3562617
,,,,,,,,,,,30251706,787630,3562617
,,,,,,,,,,,32528926,30792115,3562617
,,,,,,,,,,,32897852,102367,3562617
,,,,,,,,,,,34123205,29631811,3562617
,,,,,,,,,,,34463591,33047581,3562617
,,,,,,,,,,,34780812,29326634,3562617
,,,,,,,,,,,37611568,2612919,3562617
,,,,,,,,,,,9477098,10455370,1772119
,,,,,,,,,,,9776552,10700704,1772119
,,,,,,,,,,,9958361,10948226,1772119
,,,,,,,,,,,10662010,11787256,1772119
,,,,,,,,,,,11375122,5952632,1772119
,,,,,,,,,,,11552513,5244395,1772119
,,,,,,,,,,,12319935,2904576,1772119
,,,,,,,,,,,12474618,14350140,1772119
,,,,,,,,,,,12637943,6201562,1772119
,,,,,,,,,,,13087191,14077302,1772119
,,,,,,,,,,,13355900,12460306,1772119
,,,,,,,,,,,13512244,6548413,1772119
,,,,,,,,,,,13836445,6441724,1772119
,,,,,,,,,,,15448957,13776654,1772119
,,,,,,,,,,,15823645,3841294,1772119
,,,,,,,,,,,16294491,13221849,1772119
,,,,,,,,,,,16636349,12460774,1772119
,,,,,,,,,,,16736093,18000407,1772119
,,,,,,,,,,,17675170,15276296,1772119
,,,,,,,,,,,18233521,5445603,1772119
,,,,,,,,,,,18523490,9792228,1772119
,,,,,,,,,,,18789902,16160488,1772119
,,,,,,,,,,,19170592,20473916,1772119
,,,,,,,,,,,19733795,19587898,1772119
,,,,,,,,,,,19876975,26875,1772119
,,,,,,,,,,,20260566,398672,1772119
,,,,,,,,,,,20518028,6932093,1772119
,,,,,,,,,,,21897685,12565841,1772119
,,,,,,,,,,,24311956,24613026,1772119
,,,,,,,,,,,26718794,5848695,1772119
,,,,,,,,,,,27725774,27328880,1772119
,,,,,,,,,,,28669842,28781789,1772119
,,,,,,,,,,,31241952,2968264,1772119
,,,,,,,,,,,32080956,23526907,1772119
,,,,,,,,,,,32901453,27013066,1772119
,,,,,,,,,,,33410936,3026587,1772119
,,,,,,,,,,,34397734,12312145,1772119
,,,,,,,,,,,34747977,31660570,1772119
,,,,,,,,,,,35290734,19587898,1772119
,,,,,,,,,,,36117423,31156338,1772119
,,,,,,,,,,,36318438,34863349,1772119
,,,,,,,,,,,36799492,13099899,1772119
,,,,,,,,,,,37141333,29783063,1772119
,,,,,,,,,,,37492437,35573636,1772119
,,,,,,,,,,,38288172,34872007,1772119
,,,,,,,,,,,39501342,34459723,1772119
,,,,,,,,,,,39736531,29927475,1772119
,,,,,,,,,,,40256565,37999991,1772119
,,,,,,,,,,,41244506,37434239,1772119
,,,,,,,,,,,43059845,920655,1772119
,,,,,,,,,,,43435748,7459963,1772119
,,,,,,,,,,,44480630,2163291,1772119
,,,,,,,,,,,44910930,34497386,1772119
,,,,,,,,,,,45284317,39769639,1772119
,,,,,,,,,,,45801020,8265001,1772119
,,,,,,,,,,,46719197,5538007,1772119
,,,,,,,,,,,47242425,8956956,1772119
,,,,,,,,,,,48724520,7017584,1772119
,,,,,,,,,,,49331741,3368644,1772119
,,,,,,,,,,,49681644,15687744,1772119
,,,,,,,,,,,50047808,15707785,1772119
,,,,,,,,,,,51192531,10837976,1772119
,,,,,,,,,,,51736065,39402176,1772119
,,,,,,,,,,,52118989,45809041,1772119
,,,,,,,,,,,52964161,19424755,1772119
,,,,,,,,,,,53746095,15587240,1772119
,,,,,,,,,,,54869633,21453566,1772119
,,,,,,,,,,,55199667,6911497,1772119
,,,,,,,,,,,28355342,9310866,4922836
,,,,,,,,,,,29475672,18304438,4922836
,,,,,,,,,,,31667099,30039568,4922836
,,,,,,,,,,,32092864,25315597,4922836
,,,,,,,,,,,32269702,31995909,4922836
,,,,,,,,,,,32907303,11879735,4922836
,,,,,,,,,,,33801151,4253380,4922836
,,,,,,,,,,,34232321,20336878,4922836
,,,,,,,,,,,34872476,32869413,4922836
,,,,,,,,,,,35144109,34678077,4922836
,,,,,,,,,,,35557934,31984455,4922836
,,,,,,,,,,,36045540,35257617,4922836
,,,,,,,,,,,36251225,6563761,4922836
,,,,,,,,,,,36556802,34237825,4922836
,,,,,,,,,,,37064230,34071164,4922836
,,,,,,,,,,,37330170,1901002,4922836
,,,,,,,,,,,37856178,22160886,4922836
,,,,,,,,,,,38399559,30857816,4922836
,,,,,,,,,,,38707925,31548265,4922836
,,,,,,,,,,,39055645,1936882,4922836
,,,,,,,,,,,39757523,33512681,4922836
,,,,,,,,,,,40797374,9178357,4922836
,,,,,,,,,,,42834061,32232412,4922836
,,,,,,,,,,,43336595,10798922,4922836
,,,,,,,,,,,43862691,41514600,4922836
,,,,,,,,,,,44205058,40969434,4922836
,,,,,,,,,,,48878828,31490127,4922836
,,,,,,,,,,,49924711,34390207,4922836
,,,,,,,,,,,50515187,42423416,4922836
,,,,,,,,,,,50799536,45661754,4922836
,,,,,,,,,,,51817147,46507674,4922836
,,,,,,,,,,,56155184,12680766,4922836
,,,,,,,,,,,43547028,39126271,7695195
,,,,,,,,,,,45405788,5186387,7695195
,,,,,,,,,,,47888183,5719795,7695195
,,,,,,,,,,,1303186,2068941,219532
,,,,,,,,,,,1615709,2703433,219532
,,,,,,,,,,,1678292,2701967,219532
,,,,,,,,,,,1910476,1407277,219532
,,,,,,,,,,,1970067,2859770,219532
,,,,,,,,,,,5292834,6038502,219532
,,,,,,,,,,,5523819,5992751,219532
,,,,,,,,,,,5570030,587020,219532
,,,,,,,,,,,6177092,7155036,219532
,,,,,,,,,,,6344278,102901,219532
,,,,,,,,,,,6825505,7977009,219532
,,,,,,,,,,,7201100,5101555,219532
,,,,,,,,,,,13329642,3372230,219532
,,,,,,,,,,,13975551,14814430,219532
,,,,,,,,,,,14387064,2503399,219532
,,,,,,,,,,,14684528,13976991,219532
,,,,,,,,,,,15047505,15647184,219532
,,,,,,,,,,,15531215,2200431,219532
,,,,,,,,,,,15686247,748418,219532
,,,,,,,,,,,15925159,436773,219532
,,,,,,,,,,,16771608,1291376,219532
,,,,,,,,,,,16980366,15752901,219532
,,,,,,,,,,,17259515,11820573,219532
,,,,,,,,,,,17707150,18980977,219532
,,,,,,,,,,,18398150,14792609,219532
,,,,,,,,,,,20157596,1763789,219532
,,,,,,,,,,,20436148,20629607,219532
,,,,,,,,,,,22144248,21377707,219532
,,,,,,,,,,,26636458,27134704,219532
,,,,,,,,,,,34552449,2756180,219532
,,,,,,,,,,,35066579,28295186,219532
,,,,,,,,,,,35990613,1676759,219532
,,,,,,,,,,,37318011,29815127,219532
,,,,,,,,,,,38260601,30834334,219532
,,,,,,,,,,,38524776,35821266,219532
,,,,,,,,,,,39007424,29706449,219532
,,,,,,,,,,,39925495,5362149,219532
,,,,,,,,,,,42516297,32008004,219532
,,,,,,,,,,,44916515,10112656,219532
,,,,,,,,,,,45938155,2055422,219532
,,,,,,,,,,,48733616,2085433,219532
,,,,,,,,,,,45090883,36859061,7074024
,,,,,,,,,,,48718061,26875897,7074024
,,,,,,,,,,,55396665,16546222,7074024
,,,,,,,,,,,56282532,6933505,7074024
,,,,,,,,,,,45544738,39637466,8119192
,,,,,,,,,,,46964818,32633539,8119192
,,,,,,,,,,,47209998,18999479,8119192
,,,,,,,,,,,51033631,43228631,8119192
,,,,,,,,,,,51243358,46542556,8119192
,,,,,,,,,,,52271042,28593213,8119192
,,,,,,,,,,,54635658,46786671,8119192
,,,,,,,,,,,15656239,17675218,3344977
,,,,,,,,,,,15789001,12164118,3344977
,,,,,,,,,,,16309805,17131608,3344977
,,,,,,,,,,,16491053,16342997,3344977
,,,,,,,,,,,16646072,18990955,3344977
,,,,,,,,,,,16739064,18168584,3344977
,,,,,,,,,,,16913676,9123366,3344977
,,,,,,,,,,,17119557,18285139,3344977
,,,,,,,,,,,17451228,829857,3344977
,,,,,,,,,,,17637826,18587201,3344977
,,,,,,,,,,,17850498,4872264,3344977
,,,,,,,,,,,18418219,6212376,3344977
,,,,,,,,,,,19340680,3742049,3344977
,,,,,,,,,,,19626933,3857778,3344977
,,,,,,,,,,,19863750,20378796,3344977
,,,,,,,,,,,19863751,7029068,3344977
,,,,,,,,,,,20039961,12710210,3344977
,,,,,,,,,,,21152032,2778675,3344977
,,,,,,,,,,,21628051,2708453,3344977
,,,,,,,,,,,21944850,19238135,3344977
,,,,,,,,,,,23333502,8576371,3344977
,,,,,,,,,,,26278154,6556321,3344977
,,,,,,,,,,,26541586,26445331,3344977
,,,,,,,,,,,27027020,25868861,3344977
,,,,,,,,,,,27226102,26739386,3344977
,,,,,,,,,,,28417397,8466667,3344977
,,,,,,,,,,,28587958,29292407,3344977
,,,,,,,,,,,29522741,6642216,3344977
,,,,,,,,,,,29785451,2687597,3344977
,,,,,,,,,,,30213204,29223875,3344977
,,,,,,,,,,,30536969,29292407,3344977
,,,,,,,,,,,30633043,6148127,3344977
,,,,,,,,,,,31853311,10474670,3344977
,,,,,,,,,,,35964677,27420509,3344977
,,,,,,,,,,,36216244,27420509,3344977
,,,,,,,,,,,36410787,34066411,3344977
,,,,,,,,,,,36738546,36557476,3344977
,,,,,,,,,,,37866544,6002233,3344977
,,,,,,,,,,,38241069,29213635,3344977
,,,,,,,,,,,38838959,12758636,3344977
,,,,,,,,,,,39405044,36095382,3344977
,,,,,,,,,,,39943613,6805310,3344977
,,,,,,,,,,,41212090,34994429,3344977
,,,,,,,,,,,41625789,7754975,3344977
,,,,,,,,,,,42257401,32427780,3344977
,,,,,,,,,,,42870493,19071236,3344977
,,,,,,,,,,,43936120,19192225,3344977
,,,,,,,,,,,45124195,1099291,3344977
,,,,,,,,,,,45554066,17261854,3344977
,,,,,,,,,,,46165131,25715208,3344977
,,,,,,,,,,,46900290,35908831,3344977
,,,,,,,,,,,47647325,37097166,3344977
,,,,,,,,,,,48701703,20625258,3344977
,,,,,,,,,,,49534672,219429,3344977
,,,,,,,,,,,50604053,2860736,3344977
,,,,,,,,,,,51883523,8958256,3344977
,,,,,,,,,,,17732232,18270648,3678718
,,,,,,,,,,,17907499,19927366,3678718
,,,,,,,,,,,18038600,10732530,3678718
,,,,,,,,,,,18360811,2089291,3678718
,,,,,,,,,,,18503785,20244372,3678718
,,,,,,,,,,,18601378,2530401,3678718
,,,,,,,,,,,18905129,2949508,3678718
,,,,,,,,,,,19093066,19875750,3678718
,,,,,,,,,,,19429935,20536334,3678718
,,,,,,,,,,,19566101,20958012,3678718
,,,,,,,,,,,19959746,10211958,3678718
,,,,,,,,,,,20471593,9185705,3678718
,,,,,,,,,,,21145282,19161148,3678718
,,,,,,,,,,,21363815,12161959,3678718
,,,,,,,,,,,21629066,7376623,3678718
,,,,,,,,,,,21784482,1469929,3678718
,,,,,,,,,,,22604707,2568179,3678718
,,,,,,,,,,,22876825,18777703,3678718
,,,,,,,,,,,23338474,6532581,3678718
,,,,,,,,,,,23579658,23591783,3678718
,,,,,,,,,,,23665111,24348310,3678718
,,,,,,,,,,,24271623,4550247,3678718
,,,,,,,,,,,24652794,14248514,3678718
,,,,,,,,,,,25324846,17367728,3678718
,,,,,,,,,,,25781389,26565443,3678718
,,,,,,,,,,,25967771,15187859,3678718
,,,,,,,,,,,26698031,8860931,3678718
,,,,,,,,,,,26956363,22464021,3678718
,,,,,,,,,,,27283672,9271454,3678718
,,,,,,,,,,,27725404,17644167,3678718
,,,,,,,,,,,27864035,2734499,3678718
,,,,,,,,,,,27958990,16479026,3678718
,,,,,,,,,,,28408272,4807388,3678718
,,,,,,,,,,,28591964,2781248,3678718
,,,,,,,,,,,28668747,17350612,3678718
,,,,,,,,,,,28893754,20825200,3678718
,,,,,,,,,,,29918624,20890951,3678718
,,,,,,,,,,,30706374,28686804,3678718
,,,,,,,,,,,30967510,11171388,3678718
,,,,,,,,,,,31251592,6015563,3678718
,,,,,,,,,,,32325789,26975803,3678718
,,,,,,,,,,,32848351,32847623,3678718
,,,,,,,,,,,32998341,6689933,3678718
,,,,,,,,,,,33313172,24770680,3678718
,,,,,,,,,,,33910108,423893,3678718
,,,,,,,,,,,34178666,34773885,3678718
,,,,,,,,,,,34416502,9331435,3678718
,,,,,,,,,,,35368353,27763657,3678718
,,,,,,,,,,,35579899,33783927,3678718
,,,,,,,,,,,35891323,2537569,3678718
,,,,,,,,,,,36197804,33919416,3678718
,,,,,,,,,,,36970674,21772987,3678718
,,,,,,,,,,,37296789,20825200,3678718
,,,,,,,,,,,37601483,30045522,3678718
,,,,,,,,,,,38414849,34942873,3678718
,,,,,,,,,,,38605207,19431870,3678718
,,,,,,,,,,,39167655,32801259,3678718
,,,,,,,,,,,39609977,5311956,3678718
,,,,,,,,,,,39936706,24980934,3678718
,,,,,,,,,,,40323577,1213567,3678718
,,,,,,,,,,,40770935,36723011,3678718
,,,,,,,,,,,42520023,15344389,3678718
,,,,,,,,,,,43947763,11509232,3678718
,,,,,,,,,,,44690387,6268769,3678718
,,,,,,,,,,,45090933,6963617,3678718
,,,,,,,,,,,46314720,28374093,3678718
,,,,,,,,,,,48075844,1028333,3678718
,,,,,,,,,,,48688592,4384322,3678718
,,,,,,,,,,,49294332,2734499,3678718
,,,,,,,,,,,50256265,46017680,3678718
,,,,,,,,,,,50616441,2054333,3678718
,,,,,,,,,,,50980152,2293774,3678718
,,,,,,,,,,,51356964,19230390,3678718
,,,,,,,,,,,52180128,5067651,3678718
,,,,,,,,,,,53246716,8534830,3678718
,,,,,,,,,,,54513713,46498868,3678718
,,,,,,,,,,,55235102,8402577,3678718
,,,,,,,,,,,55666799,47779108,3678718
,,,,,,,,,,,56786033,36893281,3678718
,,,,,,,,,,,3993465,5683611,529090
,,,,,,,,,,,4037843,1587215,529090
,,,,,,,,,,,4071489,5785563,529090
,,,,,,,,,,,4238292,1980128,529090
,,,,,,,,,,,4262418,5189067,529090
,,,,,,,,,,,4355264,880366,529090
,,,,,,,,,,,4463677,6111569,529090
,,,,,,,,,,,4551976,5682576,529090
,,,,,,,,,,,4636869,5657858,529090
,,,,,,,,,,,4669808,5386700,529090
,,,,,,,,,,,4990771,6531092,529090
,,,,,,,,,,,5130194,293651,529090
,,,,,,,,,,,5343585,6240701,529090
,,,,,,,,,,,5390271,87953,529090
,,,,,,,,,,,5561416,6572631,529090
,,,,,,,,,,,5734496,5810814,529090
,,,,,,,,,,,5911624,1002005,529090
,,,,,,,,,,,6010015,7275402,529090
,,,,,,,,,,,6274930,6281369,529090
,,,,,,,,,,,6459954,6932024,529090
,,,,,,,,,,,6592687,7557439,529090
,,,,,,,,,,,6789161,7472748,529090
,,,,,,,,,,,6923095,7760204,529090
,,,,,,,,,,,7720357,5370530,529090
,,,,,,,,,,,8096420,8928382,529090
,,,,,,,,,,,8828121,3493652,529090
,,,,,,,,,,,8921900,10138670,529090
,,,,,,,,,,,9095343,9172433,529090
,,,,,,,,,,,9123497,10419475,529090
,,,,,,,,,,,9482473,5677984,529090
,,,,,,,,,,,9840704,10965483,529090
,,,,,,,,,,,9916503,2481273,529090
,,,,,,,,,,,10015530,6289334,529090
,,,,,,,,,,,10188328,11586575,529090
,,,,,,,,,,,10325352,10811073,529090
,,,,,,,,,,,10603848,8881543,529090
,,,,,,,,,,,11011136,12099332,529090
,,,,,,,,,,,11165072,3157621,529090
,,,,,,,,,,,11380524,5593192,529090
,,,,,,,,,,,11980486,5644768,529090
,,,,,,,,,,,12258222,14341908,529090
,,,,,,,,,,,12322098,14606809,529090
,,,,,,,,,,,13059742,14650255,529090
,,,,,,,,,,,13157903,15098135,529090
,,,,,,,,,,,13768264,15492477,529090
,,,,,,,,,,,13935454,2359525,529090
,,,,,,,,,,,14198335,15901411,529090
,,,,,,,,,,,14528322,4968182,529090
,,,,,,,,,,,14715543,16735737,529090
,,,,,,,,,,,15057186,16356477,529090
,,,,,,,,,,,15515078,17612691,529090
,,,,,,,,,,,15638369,5799697,529090
,,,,,,,,,,,15968919,7055294,529090
,,,,,,,,,,,16746290,18171292,529090
,,,,,,,,,,,18417316,7915631,529090
,,,,,,,,,,,18727011,18242397,529090
,,,,,,,,,,,18881441,4376731,529090
,,,,,,,,,,,19069085,14882312,529090
,,,,,,,,,,,19220769,17230294,529090
,,,,,,,,,,,19392135,1466681,529090
,,,,,,,,,,,19401945,10062938,529090
,,,,,,,,,,,19608751,1810712,529090
,,,,,,,,,,,20673102,21792386,529090
,,,,,,,,,,,21788017,3035312,529090
,,,,,,,,,,,22042081,22464692,529090
,,,,,,,,,,,22281966,20552585,529090
,,,,,,,,,,,22598094,720542,529090
,,,,,,,,,,,23273553,23377406,529090
,,,,,,,,,,,24063731,22608752,529090
,,,,,,,,,,,25215907,813118,529090
,,,,,,,,,,,25442667,9891906,529090
,,,,,,,,,,,25520992,19194119,529090
,,,,,,,,,,,25619674,26116294,529090
,,,,,,,,,,,26679135,7991655,529090
,,,,,,,,,,,28256845,1390215,529090
,,,,,,,,,,,28824001,9117042,529090
,,,,,,,,,,,29927557,28390623,529090
,,,,,,,,,,,30331034,15910780,529090
,,,,,,,,,,,30646935,17618980,529090
,,,,,,,,,,,30902427,30679373,529090
,,,,,,,,,,,31468756,26152898,529090
,,,,,,,,,,,31688399,32611160,529090
,,,,,,,,,,,32562461,23229974,529090
,,,,,,,,,,,33661726,29522810,529090
,,,,,,,,,,,34522686,4710083,529090
,,,,,,,,,,,34944773,5546691,529090
,,,,,,,,,,,36687987,33868821,529090
,,,,,,,,,,,37315630,25149814,529090
,,,,,,,,,,,37777850,27448724,529090
,,,,,,,,,,,38779040,20586019,529090
,,,,,,,,,,,39956376,32973329,529090
,,,,,,,,,,,40775636,4107102,529090
,,,,,,,,,,,42391806,4723965,529090
,,,,,,,,,,,44158085,51368,529090
,,,,,,,,,,,47071744,41313044,529090
,,,,,,,,,,,34338491,33771514,20928
,,,,,,,,,,,34753607,14481081,20928
,,,,,,,,,,,34971766,32710190,20928
,,,,,,,,,,,35475344,24169159,20928
,,,,,,,,,,,35822706,18772897,20928
,,,,,,,,,,,37094309,9689563,20928
,,,,,,,,,,,37657965,33591593,20928
,,,,,,,,,,,38296995,35625238,20928
,,,,,,,,,,,38612887,3415722,20928
,,,,,,,,,,,38868755,10263396,20928
,,,,,,,,,,,39515183,33698562,20928
,,,,,,,,,,,40456910,2049232,20928
,,,,,,,,,,,41090267,53598,20928
,,,,,,,,,,,42262665,31347830,20928
,,,,,,,,,,,42695476,36574405,20928
,,,,,,,,,,,43625974,35566349,20928
,,,,,,,,,,,43929993,21853004,20928
,,,,,,,,,,,44420025,24754397,20928
,,,,,,,,,,,44773867,36353920,20928
,,,,,,,,,,,45092551,534510,20928
,,,,,,,,,,,45411052,32765808,20928
,,,,,,,,,,,45783579,9039827,20928
,,,,,,,,,,,46389130,13242948,20928
,,,,,,,,,,,46601697,33060999,20928
,,,,,,,,,,,47041271,37013415,20928
,,,,,,,,,,,47643082,36585568,20928
,,,,,,,,,,,48756966,6868257,20928
,,,,,,,,,,,49268346,25362124,20928
,,,,,,,,,,,49638067,41810339,20928
,,,,,,,,,,,49887988,30712134,20928
,,,,,,,,,,,50122356,490001,20928
,,,,,,,,,,,50494440,5680874,20928
,,,,,,,,,,,51288816,33871325,20928
,,,,,,,,,,,51574748,20352924,20928
,,,,,,,,,,,51818522,1303780,20928
,,,,,,,,,,,53342006,38727375,20928
,,,,,,,,,,,53862287,8950611,20928
,,,,,,,,,,,54487248,19737881,20928
,,,,,,,,,,,55102098,8231634,20928
,,,,,,,,,,,55670694,7927105,20928
,,,,,,,,,,,55864373,50226680,20928
,,,,,,,,,,,56760599,48895136,20928
,,,,,,,,,,,56960769,48013385,20928
,,,,,,,,,,,57271928,7485789,20928
,,,,,,,,,,,37739481,29688376,5607404
,,,,,,,,,,,40888758,29181976,5607404
,,,,,,,,,,,41358293,34686476,5607404
,,,,,,,,,,,48560693,15734567,5607404
,,,,,,,,,,,57285065,43026274,5607404
,,,,,,,,,,,26723288,27622333,5236979
,,,,,,,,,,,27380613,221796,5236979
,,,,,,,,,,,28037180,13325386,5236979
,,,,,,,,,,,30319747,29872429,5236979
,,,,,,,,,,,32385738,32135109,5236979
,,,,,,,,,,,34145930,13747658,5236979
,,,,,,,,,,,35217015,31754459,5236979
,,,,,,,,,,,35558781,28417917,5236979
,,,,,,,,,,,36674683,3201125,5236979
,,,,,,,,,,,37459728,31942704,5236979
,,,,,,,,,,,37803559,37275787,5236979
,,,,,,,,,,,38742814,36231732,5236979
,,,,,,,,,,,39177755,28782478,5236979
,,,,,,,,,,,39943254,33783678,5236979
,,,,,,,,,,,40372141,38474400,5236979
